#separator:tab
#html:false
Genus_cof_DNP	back_card
Acca	Plantae - Tracheophyta - Magnoliopsida - Myrtales - Myrtaceae     https://www.gbif.org/species/3181965     https://en.wikipedia.org/wiki/Acca     https://www.merriam-webster.com/dictionary/Acca
Prioria	Plantae - Tracheophyta - Magnoliopsida - Fabales - Fabaceae     https://www.gbif.org/species/2947107     https://en.wikipedia.org/wiki/Prioria     https://www.merriam-webster.com/dictionary/Prioria
Pleurospermum	Plantae - Tracheophyta - Magnoliopsida - Apiales - Apiaceae     https://www.gbif.org/species/6026568     https://en.wikipedia.org/wiki/Pleurospermum     https://www.merriam-webster.com/dictionary/Pleurospermum
Jasminanthes	Plantae - Tracheophyta - Magnoliopsida - Gentianales - Apocynaceae     https://www.gbif.org/species/7312673     https://en.wikipedia.org/wiki/Jasminanthes     https://www.merriam-webster.com/dictionary/Jasminanthes
Cyclamen	Plantae - Tracheophyta - Magnoliopsida - Ericales - Primulaceae     https://www.gbif.org/species/3169314     https://en.wikipedia.org/wiki/Cyclamen     https://www.merriam-webster.com/dictionary/Cyclamen
Thelocactus	Plantae - Tracheophyta - Magnoliopsida - Caryophyllales - Cactaceae     https://www.gbif.org/species/3084400     https://en.wikipedia.org/wiki/Thelocactus     https://www.merriam-webster.com/dictionary/Thelocactus
Gymnocladus	Plantae - Tracheophyta - Magnoliopsida - Fabales - Fabaceae     https://www.gbif.org/species/2944210     https://en.wikipedia.org/wiki/Gymnocladus     https://www.merriam-webster.com/dictionary/Gymnocladus
Bocconia	Plantae - Tracheophyta - Magnoliopsida - Ranunculales - Papaveraceae     https://www.gbif.org/species/2888373     https://en.wikipedia.org/wiki/Bocconia     https://www.merriam-webster.com/dictionary/Bocconia
Dicliptera	Plantae - Tracheophyta - Magnoliopsida - Lamiales - Acanthaceae     https://www.gbif.org/species/5415359     https://en.wikipedia.org/wiki/Dicliptera     https://www.merriam-webster.com/dictionary/Dicliptera
Griselinia	Plantae - Tracheophyta - Magnoliopsida - Apiales - Griseliniaceae     https://www.gbif.org/species/7705548     https://en.wikipedia.org/wiki/Griselinia     https://www.merriam-webster.com/dictionary/Griselinia
Zuccagnia	Plantae - Tracheophyta - Magnoliopsida - Fabales - Fabaceae     https://www.gbif.org/species/2769685     https://en.wikipedia.org/wiki/Zuccagnia     https://www.merriam-webster.com/dictionary/Zuccagnia
Myrianthus	Plantae - Tracheophyta - Magnoliopsida - Rosales - Urticaceae     https://www.gbif.org/species/7316413     https://en.wikipedia.org/wiki/Myrianthus     https://www.merriam-webster.com/dictionary/Myrianthus
Bencomia	Plantae - Tracheophyta - Magnoliopsida - Rosales - Rosaceae     https://www.gbif.org/species/3032177     https://en.wikipedia.org/wiki/Bencomia     https://www.merriam-webster.com/dictionary/Bencomia
Pappobolus	Plantae - Tracheophyta - Magnoliopsida - Asterales - Asteraceae     https://www.gbif.org/species/3093617     https://en.wikipedia.org/wiki/Pappobolus     https://www.merriam-webster.com/dictionary/Pappobolus
Coreocarpus	Plantae - Tracheophyta - Magnoliopsida - Asterales - Asteraceae     https://www.gbif.org/species/3122457     https://en.wikipedia.org/wiki/Coreocarpus     https://www.merriam-webster.com/dictionary/Coreocarpus
Hyptis	Plantae - Tracheophyta - Magnoliopsida - Lamiales - Lamiaceae     https://www.gbif.org/species/2926807     https://en.wikipedia.org/wiki/Hyptis     https://www.merriam-webster.com/dictionary/Hyptis
Cecropia	Plantae - Tracheophyta - Magnoliopsida - Rosales - Urticaceae     https://www.gbif.org/species/2984472     https://en.wikipedia.org/wiki/Cecropia     https://www.merriam-webster.com/dictionary/Cecropia
Luehea	Plantae - Tracheophyta - Magnoliopsida - Malvales - Malvaceae     https://www.gbif.org/species/3152076     https://en.wikipedia.org/wiki/Luehea     https://www.merriam-webster.com/dictionary/Luehea
Poterium	Plantae - Tracheophyta - Magnoliopsida - Rosales - Rosaceae     https://www.gbif.org/species/3001016     https://en.wikipedia.org/wiki/Poterium     https://www.merriam-webster.com/dictionary/Poterium
Oenanthe	Plantae - Tracheophyta - Magnoliopsida - Apiales - Apiaceae     https://www.gbif.org/species/3034893     https://en.wikipedia.org/wiki/Oenanthe     https://www.merriam-webster.com/dictionary/Oenanthe
Luvunga	Plantae - Tracheophyta - Magnoliopsida - Sapindales - Rutaceae     https://www.gbif.org/species/7269230     https://en.wikipedia.org/wiki/Luvunga     https://www.merriam-webster.com/dictionary/Luvunga
Liparophyllum	Plantae - Tracheophyta - Magnoliopsida - Asterales - Menyanthaceae     https://www.gbif.org/species/7268451     https://en.wikipedia.org/wiki/Liparophyllum     https://www.merriam-webster.com/dictionary/Liparophyllum
Cladanthus	Plantae - Tracheophyta - Magnoliopsida - Asterales - Asteraceae     https://www.gbif.org/species/3110766     https://en.wikipedia.org/wiki/Cladanthus     https://www.merriam-webster.com/dictionary/Cladanthus
Gazania	Plantae - Tracheophyta - Magnoliopsida - Asterales - Asteraceae     https://www.gbif.org/species/3112454     https://en.wikipedia.org/wiki/Gazania     https://www.merriam-webster.com/dictionary/Gazania
Arum	Plantae - Tracheophyta - Liliopsida - Alismatales - Araceae     https://www.gbif.org/species/2869757     https://en.wikipedia.org/wiki/Arum     https://www.merriam-webster.com/dictionary/Arum
Zieria	Plantae - Tracheophyta - Magnoliopsida - Sapindales - Rutaceae     https://www.gbif.org/species/3232983     https://en.wikipedia.org/wiki/Zieria     https://www.merriam-webster.com/dictionary/Zieria
Backhousia	Plantae - Tracheophyta - Magnoliopsida - Myrtales - Myrtaceae     https://www.gbif.org/species/3185098     https://en.wikipedia.org/wiki/Backhousia     https://www.merriam-webster.com/dictionary/Backhousia
Elaeagia	Plantae - Tracheophyta - Magnoliopsida - Gentianales - Rubiaceae     https://www.gbif.org/species/2918905     https://en.wikipedia.org/wiki/Elaeagia     https://www.merriam-webster.com/dictionary/Elaeagia
Aralidium	Plantae - Tracheophyta - Magnoliopsida - Apiales - Torricelliaceae     https://www.gbif.org/species/7303816     https://en.wikipedia.org/wiki/Aralidium     https://www.merriam-webster.com/dictionary/Aralidium
Scaphyglottis	Plantae - Tracheophyta - Liliopsida - Asparagales - Orchidaceae     https://www.gbif.org/species/2846991     https://en.wikipedia.org/wiki/Scaphyglottis     https://www.merriam-webster.com/dictionary/Scaphyglottis
Carterothamnus	Plantae - Tracheophyta - Magnoliopsida - Asterales - Asteraceae     https://www.gbif.org/species/9778843     https://en.wikipedia.org/wiki/Carterothamnus     https://www.merriam-webster.com/dictionary/Carterothamnus
Ridolfia	Plantae - Tracheophyta - Magnoliopsida - Apiales - Apiaceae     https://www.gbif.org/species/6027217     https://en.wikipedia.org/wiki/Ridolfia     https://www.merriam-webster.com/dictionary/Ridolfia
Agrostophyllum	Plantae - Tracheophyta - Liliopsida - Asparagales - Orchidaceae     https://www.gbif.org/species/2802800     https://en.wikipedia.org/wiki/Agrostophyllum     https://www.merriam-webster.com/dictionary/Agrostophyllum
Planchonia	Plantae - Tracheophyta - Magnoliopsida - Ericales - Lecythidaceae     https://www.gbif.org/species/3082524     https://en.wikipedia.org/wiki/Planchonia     https://www.merriam-webster.com/dictionary/Planchonia
Haya	Plantae - Tracheophyta - Magnoliopsida - Caryophyllales - Caryophyllaceae     https://www.gbif.org/species/7314263     https://en.wikipedia.org/wiki/Haya     https://www.merriam-webster.com/dictionary/Haya
Athanasia	Plantae - Tracheophyta - Magnoliopsida - Asterales - Asteraceae     https://www.gbif.org/species/3114273     https://en.wikipedia.org/wiki/Athanasia     https://www.merriam-webster.com/dictionary/Athanasia
Bassecoia	Plantae - Tracheophyta - Magnoliopsida - Dipsacales - Caprifoliaceae     https://www.gbif.org/species/7301054     https://en.wikipedia.org/wiki/Bassecoia     https://www.merriam-webster.com/dictionary/Bassecoia
Abelia	Plantae - Tracheophyta - Magnoliopsida - Dipsacales - Caprifoliaceae     https://www.gbif.org/species/2888733     https://en.wikipedia.org/wiki/Abelia     https://www.merriam-webster.com/dictionary/Abelia
Proteopsis	Plantae - Tracheophyta - Magnoliopsida - Asterales - Asteraceae     https://www.gbif.org/species/3232035     https://en.wikipedia.org/wiki/Proteopsis     https://www.merriam-webster.com/dictionary/Proteopsis
Minasia	Plantae - Tracheophyta - Magnoliopsida - Asterales - Asteraceae     https://www.gbif.org/species/3147734     https://en.wikipedia.org/wiki/Minasia     https://www.merriam-webster.com/dictionary/Minasia
Cleistochlamys	Plantae - Tracheophyta - Magnoliopsida - Magnoliales - Annonaceae     https://www.gbif.org/species/3154013     https://en.wikipedia.org/wiki/Cleistochlamys     https://www.merriam-webster.com/dictionary/Cleistochlamys
Medicosma	Plantae - Tracheophyta - Magnoliopsida - Sapindales - Rutaceae     https://www.gbif.org/species/7269164     https://en.wikipedia.org/wiki/Medicosma     https://www.merriam-webster.com/dictionary/Medicosma
Hydropectis	Plantae - Tracheophyta - Magnoliopsida - Asterales - Asteraceae     https://www.gbif.org/species/3116834     https://en.wikipedia.org/wiki/Hydropectis     https://www.merriam-webster.com/dictionary/Hydropectis
Carnegiea	Plantae - Tracheophyta - Magnoliopsida - Caryophyllales - Cactaceae     https://www.gbif.org/species/3084368     https://en.wikipedia.org/wiki/Carnegiea     https://www.merriam-webster.com/dictionary/Carnegiea
Kalopanax	Plantae - Tracheophyta - Magnoliopsida - Apiales - Araliaceae     https://www.gbif.org/species/3036365     https://en.wikipedia.org/wiki/Kalopanax     https://www.merriam-webster.com/dictionary/Kalopanax
Vanilla	Plantae - Tracheophyta - Liliopsida - Asparagales - Orchidaceae     https://www.gbif.org/species/2743233     https://en.wikipedia.org/wiki/Vanilla     https://www.merriam-webster.com/dictionary/Vanilla
Ximenia	Plantae - Tracheophyta - Magnoliopsida - Santalales - Ximeniaceae     https://www.gbif.org/species/2889810     https://en.wikipedia.org/wiki/Ximenia     https://www.merriam-webster.com/dictionary/Ximenia
Stylidocleome	Plantae - Tracheophyta - Magnoliopsida - Brassicales - Cleomaceae     https://www.gbif.org/species/9739767     https://en.wikipedia.org/wiki/Stylidocleome     https://www.merriam-webster.com/dictionary/Stylidocleome
Cleome	Plantae - Tracheophyta - Magnoliopsida - Brassicales - Cleomaceae     https://www.gbif.org/species/3041500     https://en.wikipedia.org/wiki/Cleome     https://www.merriam-webster.com/dictionary/Cleome
Thulinella	Plantae - Tracheophyta - Magnoliopsida - Brassicales - Cleomaceae     https://www.gbif.org/species/9717642     https://en.wikipedia.org/wiki/Thulinella     https://www.merriam-webster.com/dictionary/Thulinella
Lithraea	Plantae - Tracheophyta - Magnoliopsida - Sapindales - Anacardiaceae     https://www.gbif.org/species/7697680     https://en.wikipedia.org/wiki/Lithraea     https://www.merriam-webster.com/dictionary/Lithraea
Laser	Plantae - Tracheophyta - Magnoliopsida - Apiales - Apiaceae     https://www.gbif.org/species/6026469     https://en.wikipedia.org/wiki/Laser     https://www.merriam-webster.com/dictionary/Laser
Iresine	Plantae - Tracheophyta - Magnoliopsida - Caryophyllales - Amaranthaceae     https://www.gbif.org/species/3085024     https://en.wikipedia.org/wiki/Iresine     https://www.merriam-webster.com/dictionary/Iresine
Phormium	Plantae - Tracheophyta - Liliopsida - Asparagales - Asphodelaceae     https://www.gbif.org/species/9352366     https://en.wikipedia.org/wiki/Phormium     https://www.merriam-webster.com/dictionary/Phormium
Pierreodendron	Plantae - Tracheophyta - Magnoliopsida - Sapindales - Simaroubaceae     https://www.gbif.org/species/3233016     https://en.wikipedia.org/wiki/Pierreodendron     https://www.merriam-webster.com/dictionary/Pierreodendron
Picramnia	Plantae - Tracheophyta - Magnoliopsida - Picramniales - Picramniaceae     https://www.gbif.org/species/8118842     https://en.wikipedia.org/wiki/Picramnia     https://www.merriam-webster.com/dictionary/Picramnia
Pavonia	Plantae - Tracheophyta - Magnoliopsida - Malvales - Malvaceae     https://www.gbif.org/species/3152525     https://en.wikipedia.org/wiki/Pavonia     https://www.merriam-webster.com/dictionary/Pavonia
Akania	Plantae - Tracheophyta - Magnoliopsida - Brassicales - Akaniaceae     https://www.gbif.org/species/7321071     https://en.wikipedia.org/wiki/Akania     https://www.merriam-webster.com/dictionary/Akania
Mazus	Plantae - Tracheophyta - Magnoliopsida - Lamiales - Mazaceae     https://www.gbif.org/species/3171301     https://en.wikipedia.org/wiki/Mazus     https://www.merriam-webster.com/dictionary/Mazus
Acanthocalyx	Plantae - Tracheophyta - Magnoliopsida - Dipsacales - Caprifoliaceae     https://www.gbif.org/species/3234644     https://en.wikipedia.org/wiki/Acanthocalyx     https://www.merriam-webster.com/dictionary/Acanthocalyx
Kageneckia	Plantae - Tracheophyta - Magnoliopsida - Rosales - Rosaceae     https://www.gbif.org/species/3016217     https://en.wikipedia.org/wiki/Kageneckia     https://www.merriam-webster.com/dictionary/Kageneckia
Dendrocalamus	Plantae - Tracheophyta - Liliopsida - Poales - Poaceae     https://www.gbif.org/species/2703313     https://en.wikipedia.org/wiki/Dendrocalamus     https://www.merriam-webster.com/dictionary/Dendrocalamus
Escobedia	Plantae - Tracheophyta - Magnoliopsida - Lamiales - Orobanchaceae     https://www.gbif.org/species/7333248     https://en.wikipedia.org/wiki/Escobedia     https://www.merriam-webster.com/dictionary/Escobedia
Hypoxis	Plantae - Tracheophyta - Liliopsida - Asparagales - Hypoxidaceae     https://www.gbif.org/species/2740390     https://en.wikipedia.org/wiki/Hypoxis     https://www.merriam-webster.com/dictionary/Hypoxis
Angophora	Plantae - Tracheophyta - Magnoliopsida - Myrtales - Myrtaceae     https://www.gbif.org/species/8255456     https://en.wikipedia.org/wiki/Angophora     https://www.merriam-webster.com/dictionary/Angophora
Vasconcellea	Plantae - Tracheophyta - Magnoliopsida - Brassicales - Caricaceae     https://www.gbif.org/species/7106306     https://en.wikipedia.org/wiki/Vasconcellea     https://www.merriam-webster.com/dictionary/Vasconcellea
Brassaiopsis	Plantae - Tracheophyta - Magnoliopsida - Apiales - Araliaceae     https://www.gbif.org/species/3036184     https://en.wikipedia.org/wiki/Brassaiopsis     https://www.merriam-webster.com/dictionary/Brassaiopsis
Caroxylon	Plantae - Tracheophyta - Magnoliopsida - Caryophyllales - Amaranthaceae     https://www.gbif.org/species/8372011     https://en.wikipedia.org/wiki/Caroxylon     https://www.merriam-webster.com/dictionary/Caroxylon
Amphilophium	Plantae - Tracheophyta - Magnoliopsida - Lamiales - Bignoniaceae     https://www.gbif.org/species/3172588     https://en.wikipedia.org/wiki/Amphilophium     https://www.merriam-webster.com/dictionary/Amphilophium
Triptilion	Plantae - Tracheophyta - Magnoliopsida - Asterales - Asteraceae     https://www.gbif.org/species/3088867     https://en.wikipedia.org/wiki/Triptilion     https://www.merriam-webster.com/dictionary/Triptilion
Debia	Plantae - Tracheophyta - Magnoliopsida - Gentianales - Rubiaceae     https://www.gbif.org/species/9515995     https://en.wikipedia.org/wiki/Debia     https://www.merriam-webster.com/dictionary/Debia
Gymnospermium	Plantae - Tracheophyta - Magnoliopsida - Ranunculales - Berberidaceae     https://www.gbif.org/species/7300357     https://en.wikipedia.org/wiki/Gymnospermium     https://www.merriam-webster.com/dictionary/Gymnospermium
Adoxa	Plantae - Tracheophyta - Magnoliopsida - Dipsacales - Adoxaceae     https://www.gbif.org/species/2888793     https://en.wikipedia.org/wiki/Adoxa     https://www.merriam-webster.com/dictionary/Adoxa
Fagraea	Plantae - Tracheophyta - Magnoliopsida - Gentianales - Gentianaceae     https://www.gbif.org/species/3169508     https://en.wikipedia.org/wiki/Fagraea     https://www.merriam-webster.com/dictionary/Fagraea
Zaluzianskya	Plantae - Tracheophyta - Magnoliopsida - Lamiales - Scrophulariaceae     https://www.gbif.org/species/7331991     https://en.wikipedia.org/wiki/Zaluzianskya     https://www.merriam-webster.com/dictionary/Zaluzianskya
Crithmum	Plantae - Tracheophyta - Magnoliopsida - Apiales - Apiaceae     https://www.gbif.org/species/3630680     https://en.wikipedia.org/wiki/Crithmum     https://www.merriam-webster.com/dictionary/Crithmum
Basilicum	Plantae - Tracheophyta - Magnoliopsida - Lamiales - Lamiaceae     https://www.gbif.org/species/7306522     https://en.wikipedia.org/wiki/Basilicum     https://www.merriam-webster.com/dictionary/Basilicum
Gronovia	Plantae - Tracheophyta - Magnoliopsida - Cornales - Loasaceae     https://www.gbif.org/species/3231439     https://en.wikipedia.org/wiki/Gronovia     https://www.merriam-webster.com/dictionary/Gronovia
Aquilegia	Plantae - Tracheophyta - Magnoliopsida - Ranunculales - Ranunculaceae     https://www.gbif.org/species/3033167     https://en.wikipedia.org/wiki/Aquilegia     https://www.merriam-webster.com/dictionary/Aquilegia
Boophone	Plantae - Tracheophyta - Liliopsida - Asparagales - Amaryllidaceae     https://www.gbif.org/species/2773898     https://en.wikipedia.org/wiki/Boophone     https://www.merriam-webster.com/dictionary/Boophone
Hexalobus	Plantae - Tracheophyta - Magnoliopsida - Magnoliales - Annonaceae     https://www.gbif.org/species/3155098     https://en.wikipedia.org/wiki/Hexalobus     https://www.merriam-webster.com/dictionary/Hexalobus
Lovoa	Plantae - Tracheophyta - Magnoliopsida - Sapindales - Meliaceae     https://www.gbif.org/species/7271389     https://en.wikipedia.org/wiki/Lovoa     https://www.merriam-webster.com/dictionary/Lovoa
Myroxylon	Plantae - Tracheophyta - Magnoliopsida - Fabales - Fabaceae     https://www.gbif.org/species/7362006     https://en.wikipedia.org/wiki/Myroxylon     https://www.merriam-webster.com/dictionary/Myroxylon
Ibicella	Plantae - Tracheophyta - Magnoliopsida - Lamiales - Martyniaceae     https://www.gbif.org/species/3172646     https://en.wikipedia.org/wiki/Ibicella     https://www.merriam-webster.com/dictionary/Ibicella
Owenia	Plantae - Tracheophyta - Magnoliopsida - Sapindales - Meliaceae     https://www.gbif.org/species/3233105     https://en.wikipedia.org/wiki/Owenia     https://www.merriam-webster.com/dictionary/Owenia
Guioa	Plantae - Tracheophyta - Magnoliopsida - Sapindales - Sapindaceae     https://www.gbif.org/species/7265035     https://en.wikipedia.org/wiki/Guioa     https://www.merriam-webster.com/dictionary/Guioa
Lepisanthes	Plantae - Tracheophyta - Magnoliopsida - Sapindales - Sapindaceae     https://www.gbif.org/species/7264784     https://en.wikipedia.org/wiki/Lepisanthes     https://www.merriam-webster.com/dictionary/Lepisanthes
Lordhowea	Plantae - Tracheophyta - Magnoliopsida - Asterales - Asteraceae     https://www.gbif.org/species/3134563     https://en.wikipedia.org/wiki/Lordhowea     https://www.merriam-webster.com/dictionary/Lordhowea
Peteravenia	Plantae - Tracheophyta - Magnoliopsida - Asterales - Asteraceae     https://www.gbif.org/species/3102882     https://en.wikipedia.org/wiki/Peteravenia     https://www.merriam-webster.com/dictionary/Peteravenia
Panisea	Plantae - Tracheophyta - Liliopsida - Asparagales - Orchidaceae     https://www.gbif.org/species/2784126     https://en.wikipedia.org/wiki/Panisea     https://www.merriam-webster.com/dictionary/Panisea
Schenkia	Plantae - Tracheophyta - Magnoliopsida - Gentianales - Gentianaceae     https://www.gbif.org/species/8177819     https://en.wikipedia.org/wiki/Schenkia     https://www.merriam-webster.com/dictionary/Schenkia
Lasiospermum	Plantae - Tracheophyta - Magnoliopsida - Asterales - Asteraceae     https://www.gbif.org/species/3087201     https://en.wikipedia.org/wiki/Lasiospermum     https://www.merriam-webster.com/dictionary/Lasiospermum
Holmskioldia	Plantae - Tracheophyta - Magnoliopsida - Lamiales - Lamiaceae     https://www.gbif.org/species/2925664     https://en.wikipedia.org/wiki/Holmskioldia     https://www.merriam-webster.com/dictionary/Holmskioldia
Posoqueria	Plantae - Tracheophyta - Magnoliopsida - Gentianales - Rubiaceae     https://www.gbif.org/species/2893876     https://en.wikipedia.org/wiki/Posoqueria     https://www.merriam-webster.com/dictionary/Posoqueria
Angelonia	Plantae - Tracheophyta - Magnoliopsida - Lamiales - Plantaginaceae     https://www.gbif.org/species/3171807     https://en.wikipedia.org/wiki/Angelonia     https://www.merriam-webster.com/dictionary/Angelonia
Nanorrhinum	Plantae - Tracheophyta - Magnoliopsida - Lamiales - Plantaginaceae     https://www.gbif.org/species/7332841     https://en.wikipedia.org/wiki/Nanorrhinum     https://www.merriam-webster.com/dictionary/Nanorrhinum
Horminum	Plantae - Tracheophyta - Magnoliopsida - Lamiales - Lamiaceae     https://www.gbif.org/species/5428516     https://en.wikipedia.org/wiki/Horminum     https://www.merriam-webster.com/dictionary/Horminum
Pleocarphus	Plantae - Tracheophyta - Magnoliopsida - Asterales - Asteraceae     https://www.gbif.org/species/3148218     https://en.wikipedia.org/wiki/Pleocarphus     https://www.merriam-webster.com/dictionary/Pleocarphus
Cantleya	Plantae - Tracheophyta - Magnoliopsida - Aquifoliales - Stemonuraceae     https://www.gbif.org/species/7314400     https://en.wikipedia.org/wiki/Cantleya     https://www.merriam-webster.com/dictionary/Cantleya
Pterocephalus	Plantae - Tracheophyta - Magnoliopsida - Dipsacales - Caprifoliaceae     https://www.gbif.org/species/3234649     https://en.wikipedia.org/wiki/Pterocephalus     https://www.merriam-webster.com/dictionary/Pterocephalus
Adenocaulon	Plantae - Tracheophyta - Magnoliopsida - Asterales - Asteraceae     https://www.gbif.org/species/3092972     https://en.wikipedia.org/wiki/Adenocaulon     https://www.merriam-webster.com/dictionary/Adenocaulon
Delilia	Plantae - Tracheophyta - Magnoliopsida - Asterales - Asteraceae     https://www.gbif.org/species/3088786     https://en.wikipedia.org/wiki/Delilia     https://www.merriam-webster.com/dictionary/Delilia
Bouchea	Plantae - Tracheophyta - Magnoliopsida - Lamiales - Verbenaceae     https://www.gbif.org/species/2925377     https://en.wikipedia.org/wiki/Bouchea     https://www.merriam-webster.com/dictionary/Bouchea
Melittis	Plantae - Tracheophyta - Magnoliopsida - Lamiales - Lamiaceae     https://www.gbif.org/species/7309397     https://en.wikipedia.org/wiki/Melittis     https://www.merriam-webster.com/dictionary/Melittis
Recordia	Plantae - Tracheophyta - Magnoliopsida - Lamiales - Verbenaceae     https://www.gbif.org/species/7297581     https://en.wikipedia.org/wiki/Recordia     https://www.merriam-webster.com/dictionary/Recordia
Melampyrum	Plantae - Tracheophyta - Magnoliopsida - Lamiales - Orobanchaceae     https://www.gbif.org/species/3171737     https://en.wikipedia.org/wiki/Melampyrum     https://www.merriam-webster.com/dictionary/Melampyrum
Anticharis	Plantae - Tracheophyta - Magnoliopsida - Lamiales - Scrophulariaceae     https://www.gbif.org/species/7331777     https://en.wikipedia.org/wiki/Anticharis     https://www.merriam-webster.com/dictionary/Anticharis
Alonsoa	Plantae - Tracheophyta - Magnoliopsida - Lamiales - Scrophulariaceae     https://www.gbif.org/species/7331527     https://en.wikipedia.org/wiki/Alonsoa     https://www.merriam-webster.com/dictionary/Alonsoa
Spilanthes	Plantae - Tracheophyta - Magnoliopsida - Asterales - Asteraceae     https://www.gbif.org/species/3092842     https://en.wikipedia.org/wiki/Spilanthes     https://www.merriam-webster.com/dictionary/Spilanthes
Steiractinia	Plantae - Tracheophyta - Magnoliopsida - Asterales - Asteraceae     https://www.gbif.org/species/3120443     https://en.wikipedia.org/wiki/Steiractinia     https://www.merriam-webster.com/dictionary/Steiractinia
Leucanthemella	Plantae - Tracheophyta - Magnoliopsida - Asterales - Asteraceae     https://www.gbif.org/species/3088404     https://en.wikipedia.org/wiki/Leucanthemella     https://www.merriam-webster.com/dictionary/Leucanthemella
Amomyrtella	Plantae - Tracheophyta - Magnoliopsida - Myrtales - Myrtaceae     https://www.gbif.org/species/3187840     https://en.wikipedia.org/wiki/Amomyrtella     https://www.merriam-webster.com/dictionary/Amomyrtella
Adenostyles	Plantae - Tracheophyta - Magnoliopsida - Asterales - Asteraceae     https://www.gbif.org/species/3133701     https://en.wikipedia.org/wiki/Adenostyles     https://www.merriam-webster.com/dictionary/Adenostyles
Tarchonanthus	Plantae - Tracheophyta - Magnoliopsida - Asterales - Asteraceae     https://www.gbif.org/species/3141273     https://en.wikipedia.org/wiki/Tarchonanthus     https://www.merriam-webster.com/dictionary/Tarchonanthus
Tordylium	Plantae - Tracheophyta - Magnoliopsida - Apiales - Apiaceae     https://www.gbif.org/species/3034901     https://en.wikipedia.org/wiki/Tordylium     https://www.merriam-webster.com/dictionary/Tordylium
Brillantaisia	Plantae - Tracheophyta - Magnoliopsida - Lamiales - Acanthaceae     https://www.gbif.org/species/7264126     https://en.wikipedia.org/wiki/Brillantaisia     https://www.merriam-webster.com/dictionary/Brillantaisia
Meryta	Plantae - Tracheophyta - Magnoliopsida - Apiales - Araliaceae     https://www.gbif.org/species/3036397     https://en.wikipedia.org/wiki/Meryta     https://www.merriam-webster.com/dictionary/Meryta
Ladyginia	Plantae - Tracheophyta - Magnoliopsida - Apiales - Apiaceae     https://www.gbif.org/species/6026491     https://en.wikipedia.org/wiki/Ladyginia     https://www.merriam-webster.com/dictionary/Ladyginia
Pometia	Plantae - Tracheophyta - Magnoliopsida - Sapindales - Sapindaceae     https://www.gbif.org/species/3233053     https://en.wikipedia.org/wiki/Pometia     https://www.merriam-webster.com/dictionary/Pometia
Bongardia	Plantae - Tracheophyta - Magnoliopsida - Ranunculales - Berberidaceae     https://www.gbif.org/species/7300334     https://en.wikipedia.org/wiki/Bongardia     https://www.merriam-webster.com/dictionary/Bongardia
Blighia	Plantae - Tracheophyta - Magnoliopsida - Sapindales - Sapindaceae     https://www.gbif.org/species/3189954     https://en.wikipedia.org/wiki/Blighia     https://www.merriam-webster.com/dictionary/Blighia
Glottidium	Plantae - Tracheophyta - Magnoliopsida - Fabales - Fabaceae     https://www.gbif.org/species/2976457     https://en.wikipedia.org/wiki/Glottidium     https://www.merriam-webster.com/dictionary/Glottidium
Abuta	Plantae - Tracheophyta - Magnoliopsida - Ranunculales - Menispermaceae     https://www.gbif.org/species/7268654     https://en.wikipedia.org/wiki/Abuta     https://www.merriam-webster.com/dictionary/Abuta
Nitrosalsola	Plantae - Tracheophyta - Magnoliopsida - Caryophyllales - Amaranthaceae     https://www.gbif.org/species/7340010     https://en.wikipedia.org/wiki/Nitrosalsola     https://www.merriam-webster.com/dictionary/Nitrosalsola
Dumasia	Plantae - Tracheophyta - Magnoliopsida - Fabales - Fabaceae     https://www.gbif.org/species/2955819     https://en.wikipedia.org/wiki/Dumasia     https://www.merriam-webster.com/dictionary/Dumasia
Meliosma	Plantae - Tracheophyta - Magnoliopsida - Proteales - Sabiaceae     https://www.gbif.org/species/3033959     https://en.wikipedia.org/wiki/Meliosma     https://www.merriam-webster.com/dictionary/Meliosma
Weigela	Plantae - Tracheophyta - Magnoliopsida - Dipsacales - Caprifoliaceae     https://www.gbif.org/species/2888729     https://en.wikipedia.org/wiki/Weigela     https://www.merriam-webster.com/dictionary/Weigela
Decaisnea	Plantae - Tracheophyta - Magnoliopsida - Ranunculales - Lardizabalaceae     https://www.gbif.org/species/3234365     https://en.wikipedia.org/wiki/Decaisnea     https://www.merriam-webster.com/dictionary/Decaisnea
Ullucus	Plantae - Tracheophyta - Magnoliopsida - Caryophyllales - Basellaceae     https://www.gbif.org/species/8003305     https://en.wikipedia.org/wiki/Ullucus     https://www.merriam-webster.com/dictionary/Ullucus
Plerandra	Plantae - Tracheophyta - Magnoliopsida - Apiales - Araliaceae     https://www.gbif.org/species/7314506     https://en.wikipedia.org/wiki/Plerandra     https://www.merriam-webster.com/dictionary/Plerandra
Trevesia	Plantae - Tracheophyta - Magnoliopsida - Apiales - Araliaceae     https://www.gbif.org/species/3037325     https://en.wikipedia.org/wiki/Trevesia     https://www.merriam-webster.com/dictionary/Trevesia
Astraea	Plantae - Tracheophyta - Magnoliopsida - Malpighiales - Euphorbiaceae     https://www.gbif.org/species/3074966     https://en.wikipedia.org/wiki/Astraea     https://www.merriam-webster.com/dictionary/Astraea
Attalea	Plantae - Tracheophyta - Liliopsida - Arecales - Arecaceae     https://www.gbif.org/species/2732664     https://en.wikipedia.org/wiki/Attalea     https://www.merriam-webster.com/dictionary/Attalea
